Cancer_type	Phenotype	Genotype	signature
PAAD	MSI	transcript	(ENST00000531752 + ENST00000324068 + ENST00000444265 + ENST00000219235 + ENST00000562958 + ENST00000374726 + ENST00000533777 + ENST00000534237 + ENST00000519868 + ENST00000468509 + ENST00000267620 + ENST00000462590 + ENST00000474358 + ENST00000371116 + ENST00000507062 + ENST00000512099 + ENST00000374202 + ENST00000429149 + ENST00000494257 + ENST00000397624 + ENST00000525649 + ENST00000503120 + ENST00000547626 + ENST00000443345 + ENST00000506537 + ENST00000299001 + ENST00000265627 + ENST00000544244 + ENST00000469532 + ENST00000486045 + ENST00000367882 + ENST00000282574 + ENST00000383671)
PAAD	Stemness	transcript	(ENST00000296412 + ENST00000617500 + ENST00000336454 + ENST00000498614 + ENST00000296953 + ENST00000548309 + ENST00000531005 + ENST00000528409 + ENST00000453258 + ENST00000328902 + ENST00000450617 + ENST00000004982 + ENST00000411503 + ENST00000227752 + ENST00000349533 + ENST00000360115 + ENST00000259050 + ENST00000262843 + ENST00000576790 + ENST00000396324 + ENST00000392316 + ENST00000366882 + ENST00000370631 + ENST00000375108 + ENST00000633965 + ENST00000395042 + ENST00000369415 + ENST00000361226 + ENST00000264896 + ENST00000512342 + ENST00000537952 + ENST00000366481 + ENST00000294353)
PAAD	Stemness	transcript	(ENST00000357485 + ENST00000454558 + ENST00000393975 + ENST00000399655 + ENST00000615863 + ENST00000262262 + ENST00000206513 + ENST00000229332 + ENST00000373713 + ENST00000444948 + ENST00000369168 + ENST00000467903 + ENST00000442581 + ENST00000409589 + ENST00000391737 + ENST00000432233 + ENST00000284818 + ENST00000619721 + ENST00000535291 + ENST00000423968 + ENST00000621127 + ENST00000475711 + ENST00000555393 + ENST00000554050 + ENST00000327111 + ENST00000334133 + ENST00000509697 + ENST00000380079 + ENST00000557275 + ENST00000587837 + ENST00000262629 + ENST00000588439 + ENST00000424586)
PAAD	Stemness	transcript	(ENST00000412477 + ENST00000572457 + ENST00000308731 + ENST00000478995 + ENST00000348628 + ENST00000518797 + ENST00000009530 + ENST00000486572 + ENST00000340342 + ENST00000343150 + ENST00000482054 + ENST00000406451 + ENST00000304298 + ENST00000302347 + ENST00000498666 + ENST00000288135 + ENST00000592223 + ENST00000545796 + ENST00000521381 + ENST00000379743 + ENST00000474646 + ENST00000318974 + ENST00000254066 + ENST00000368910 + ENST00000322272 + ENST00000293825 + ENST00000550767 + ENST00000301071 + ENST00000295766)
PAAD	Stemness	transcript	(ENST00000502732 + ENST00000355480 + ENST00000320816 + ENST00000552962 + ENST00000547568 + ENST00000549513 + ENST00000547937 + ENST00000188790 + ENST00000341590 + ENST00000325888 + ENST00000615840 + ENST00000464690 + ENST00000338435 + ENST00000354334 + ENST00000264094 + ENST00000409549 + ENST00000263388 + ENST00000317483 + ENST00000468148 + ENST00000392067 + ENST00000307712 + ENST00000481106 + ENST00000503823 + ENST00000402687 + ENST00000530674 + ENST00000295754)
PAAD	Stemness	transcript	(ENST00000359755 + ENST00000513471 + ENST00000280200 + ENST00000520164 + ENST00000485778 + ENST00000480308 + ENST00000269593 + ENST00000294507 + ENST00000391736 + ENST00000430952 + ENST00000391733 + ENST00000434286 + ENST00000348564 + ENST00000262878 + ENST00000302190 + ENST00000379845 + ENST00000220772 + ENST00000360121 + ENST00000563039 + ENST00000327536 + ENST00000382263 + ENST00000403372 + ENST00000245912 + ENST00000223795 + ENST00000540010 + ENST00000618562)
PAAD	Stemness	transcript	(ENST00000308423 + ENST00000264914 + ENST00000361866 + ENST00000533347 + ENST00000529870 + ENST00000307998 + ENST00000526624 + ENST00000531972 + ENST00000371205 + ENST00000394329 + ENST00000395925 + ENST00000374695 + ENST00000562503 + ENST00000289893 + ENST00000357472 + ENST00000374794 + ENST00000530692 + ENST00000237596 + ENST00000495280 + ENST00000394936 + ENST00000492783 + ENST00000455600 + ENST00000264784 + ENST00000366968 + ENST00000296679)
PAAD	MSI	transcript	(ENST00000359280 + ENST00000443674 + ENST00000441864 + ENST00000216629 + ENST00000296871 + ENST00000296026 + ENST00000414584 + ENST00000475084 + ENST00000370751 + ENST00000531688 + ENST00000520466 + ENST00000360595 + ENST00000566340 + ENST00000243924 + ENST00000438167 + ENST00000464863 + ENST00000244043 + ENST00000469714 + ENST00000344616 + ENST00000400167 + ENST00000405385 + ENST00000486652)
PAAD	Stemness	transcript	(ENST00000368679 + ENST00000448723 + ENST00000524463 + ENST00000421793 + ENST00000258534 + ENST00000228741 + ENST00000443424 + ENST00000295633 + ENST00000228682 + ENST00000503787 + ENST00000506123 + ENST00000464515 + ENST00000242208 + ENST00000311852 + ENST00000371432 + ENST00000075120 + ENST00000458141 + ENST00000531512 + ENST00000525112 + ENST00000419716 + ENST00000532015 + ENST00000366787)
PAAD	Stemness	transcript	(ENST00000358918 + ENST00000374580 + ENST00000412148 + ENST00000495677 + ENST00000511732 + ENST00000258733 + ENST00000381990 + ENST00000470994 + ENST00000409458 + ENST00000396751 + ENST00000420936 + ENST00000418533 + ENST00000407925 + ENST00000352241 + ENST00000222823 + ENST00000394464 + ENST00000545927 + ENST00000360472 + ENST00000497145 + ENST00000379749)
PAAD	Stemness	transcript	(ENST00000223357 + ENST00000307522 + ENST00000375820 + ENST00000222803 + ENST00000369856 + ENST00000336926 + ENST00000317745 + ENST00000389658 + ENST00000305544 + ENST00000341712 + ENST00000583597 + ENST00000524152 + ENST00000457356 + ENST00000481823 + ENST00000252804 + ENST00000425171 + ENST00000267811 + ENST00000338560 + ENST00000585928)
PAAD	Stemness	transcript	(ENST00000216264 + ENST00000628346 + ENST00000406555 + ENST00000354359 + ENST00000381318 + ENST00000437615 + ENST00000342972 + ENST00000547488 + ENST00000479054 + ENST00000338758 + ENST00000262304 + ENST00000611678 + ENST00000367909 + ENST00000371123 + ENST00000371122 + ENST00000369146 + ENST00000377988 + ENST00000445543)
PAAD	MSI	transcript	(ENST00000520448 + ENST00000437154 + ENST00000521629 + ENST00000265769 + ENST00000511984 + ENST00000500112 + ENST00000504676 + ENST00000414938 + ENST00000414122 + ENST00000296839 + ENST00000228682 + ENST00000358334 + ENST00000294338 + ENST00000505450 + ENST00000508167 + ENST00000371432 + ENST00000284273 + ENST00000397381)
PAAD	Stemness	transcript	(ENST00000395965 + ENST00000348261 + ENST00000348721 + ENST00000542652 + ENST00000376131 + ENST00000371085 + ENST00000396335 + ENST00000553804 + ENST00000430580 + ENST00000589228 + ENST00000461698 + ENST00000306534 + ENST00000406785 + ENST00000293328 + ENST00000380599 + ENST00000292928 + ENST00000585445)
PAAD	Stemness	transcript	(ENST00000272928 + ENST00000303714 + ENST00000392003 + ENST00000295550 + ENST00000493475 + ENST00000560830 + ENST00000560241 + ENST00000395938 + ENST00000377911 + ENST00000309263 + ENST00000322954 + ENST00000373192 + ENST00000505615 + ENST00000265077)
PAAD	Stemness	transcript	(ENST00000619168 + ENST00000612582 + ENST00000513107 + ENST00000264664 + ENST00000592937 + ENST00000586759 + ENST00000341105 + ENST00000398810 + ENST00000580430 + ENST00000435574 + ENST00000496559 + ENST00000488550 + ENST00000264808 + ENST00000511312)
PAAD	TMB	transcript	(ENST00000553592 + ENST00000467035 + ENST00000587048 + ENST00000447114 + ENST00000541090 + ENST00000434106 + ENST00000519771 + ENST00000295839 + ENST00000512763 + ENST00000395713 + ENST00000520898 + ENST00000589335 + ENST00000496732)
PAAD	Stemness	transcript	(ENST00000481312 + ENST00000474768 + ENST00000367817 + ENST00000368364 + ENST00000488064 + ENST00000272369 + ENST00000409517 + ENST00000394435 + ENST00000397637 + ENST00000520467 + ENST00000554980 + ENST00000445696 + ENST00000374272)
PAAD	Stemness	transcript	(ENST00000531840 + ENST00000251363 + ENST00000491847 + ENST00000398988 + ENST00000577823 + ENST00000468999 + ENST00000460759 + ENST00000473562 + ENST00000360537 + ENST00000367571 + ENST00000585170 + ENST00000506500 + ENST00000445561)
PAAD	MSI	transcript	(ENST00000293599 + ENST00000245907 + ENST00000532354 + ENST00000546745 + ENST00000380746 + ENST00000415431 + ENST00000393676 + ENST00000306390 + ENST00000491793 + ENST00000513946 + ENST00000479756 + ENST00000359782 + ENST00000379416)
PAAD	Stemness	transcript	(ENST00000339834 + ENST00000493969 + ENST00000443617 + ENST00000304164 + ENST00000374941 + ENST00000304987 + ENST00000258613 + ENST00000231524 + ENST00000361658 + ENST00000395544 + ENST00000600845 + ENST00000240727 + ENST00000594191)
PAAD	Stemness	transcript	(ENST00000594810 + ENST00000358385 + ENST00000292907 + ENST00000589154 + ENST00000521849 + ENST00000257261 + ENST00000262722 + ENST00000327858 + ENST00000046794 + ENST00000262065 + ENST00000400309 + ENST00000354266 + ENST00000382496)
PAAD	Stemness	transcript	(ENST00000269141 + ENST00000533879 + ENST00000616970 + ENST00000428599 + ENST00000529986 + ENST00000358694 + ENST00000397033 + ENST00000560937 + ENST00000617199 + ENST00000423158 + ENST00000011619 + ENST00000267996)
PAAD	Stemness	transcript	(ENST00000353196 + ENST00000305869 + ENST00000380584 + ENST00000320492 + ENST00000357036 + ENST00000458204 + ENST00000403491 + ENST00000261402 + ENST00000332981 + ENST00000515726 + ENST00000622283 + ENST00000311417)
PAAD	Stemness	transcript	(ENST00000318602 + ENST00000402676 + ENST00000382065 + ENST00000359156 + ENST00000432237 + ENST00000610745 + ENST00000319211 + ENST00000522911 + ENST00000622186 + ENST00000585421 + ENST00000262768 + ENST00000248484)
PAAD	MSI	transcript	(ENST00000311925 + ENST00000266557 + ENST00000480913 + ENST00000391733 + ENST00000391736 + ENST00000434286 + ENST00000429299 + ENST00000446745 + ENST00000482429 + ENST00000539896 + ENST00000245912)
PAAD	Stemness	transcript	(ENST00000388820 + ENST00000565793 + ENST00000525657 + ENST00000445132 + ENST00000361682 + ENST00000367739 + ENST00000410023 + ENST00000282588 + ENST00000474559 + ENST00000350896 + ENST00000290902)
PAAD	MSI	transcript	(ENST00000557937 + ENST00000421017 + ENST00000396024 + ENST00000558503 + ENST00000451270 + ENST00000558169 + ENST00000200181 + ENST00000450894 + ENST00000217185 + ENST00000542869)
PAAD	MSI	transcript	(ENST00000309377 + ENST00000553630 + ENST00000551869 + ENST00000442293 + ENST00000359895 + ENST00000394267 + ENST00000394265 + ENST00000525448 + ENST00000395023)
PAAD	MSI	transcript	(ENST00000339788 + ENST00000375326 + ENST00000530789 + ENST00000453960 + ENST00000425538 + ENST00000481020 + ENST00000481889 + ENST00000465443 + ENST00000550847)
PAAD	Stemness	transcript	(ENST00000263826 + ENST00000492957 + ENST00000545797 + ENST00000379561 + ENST00000303115 + ENST00000435132 + ENST00000493583 + ENST00000332351 + ENST00000452863)
PAAD	Stemness	transcript	(ENST00000474644 + ENST00000471344 + ENST00000485870 + ENST00000225964 + ENST00000559488 + ENST00000404525 + ENST00000309539 + ENST00000541481 + ENST00000370119)
PAAD	Stemness	transcript	(ENST00000390645 + ENST00000339728 + ENST00000375535 + ENST00000375534 + ENST00000532317 + ENST00000497230 + ENST00000367760 + ENST00000239461 + ENST00000373001)
PAAD	Stemness	transcript	(ENST00000432072 + ENST00000469569 + ENST00000460217 + ENST00000551861 + ENST00000547197 + ENST00000417122 + ENST00000243077 + ENST00000374867)
PAAD	Stemness	transcript	(ENST00000318443 + ENST00000367922 + ENST00000355426 + ENST00000510942 + ENST00000517488 + ENST00000523456 + ENST00000348849 + ENST00000474820)
PAAD	Stemness	transcript	(ENST00000225941 + ENST00000471714 + ENST00000470336 + ENST00000284322 + ENST00000360105 + ENST00000343110 + ENST00000477081 + ENST00000282111)
PAAD	MSI	transcript	(ENST00000426523 + ENST00000396832 + ENST00000496976 + ENST00000442027 + ENST00000518449 + ENST00000510689 + ENST00000485041)
PAAD	TMB	transcript	(ENST00000509540 + ENST00000559311 + ENST00000399304 + ENST00000553867 + ENST00000511546 + ENST00000556689 + ENST00000594942)
PAAD	Stemness	transcript	(ENST00000281092 + ENST00000414277 + ENST00000271588 + ENST00000545560 + ENST00000465385 + ENST00000434318 + ENST00000350763)
PAAD	Stemness	transcript	(ENST00000317551 + ENST00000285071 + ENST00000268349 + ENST00000244007 + ENST00000607609 + ENST00000394283 + ENST00000273482)
PAAD	Stemness	transcript	(ENST00000357037 + ENST00000295809 + ENST00000233813 + ENST00000380959 + ENST00000419582 + ENST00000434095 + ENST00000432651)
PAAD	MSI	transcript	(ENST00000267953 + ENST00000540876 + ENST00000313648 + ENST00000467111 + ENST00000415806 + ENST00000377050 + ENST00000471012)
PAAD	MSI	transcript	(ENST00000409724 + ENST00000409921 + ENST00000449030 + ENST00000256646 + ENST00000393110 + ENST00000393106 + ENST00000367454)
PAAD	MSI	transcript	(ENST00000396890 + ENST00000525643 + ENST00000008180 + ENST00000526464 + ENST00000552356 + ENST00000530538 + ENST00000548476)
PAAD	Stemness	transcript	(ENST00000469732 + ENST00000488298 + ENST00000461525 + ENST00000297268 + ENST00000467931 + ENST00000478215 + ENST00000473573)
PAAD	MSI	transcript	(ENST00000338167 + ENST00000496494 + ENST00000559561 + ENST00000492661 + ENST00000493746 + ENST00000522860)
PAAD	Stemness	transcript	(ENST00000295228 + ENST00000378076 + ENST00000493132 + ENST00000212355 + ENST00000341037 + ENST00000537320)
PAAD	Stemness	transcript	(ENST00000367976 + ENST00000552564 + ENST00000555124 + ENST00000556356 + ENST00000418675 + ENST00000374875)
PAAD	Stemness	transcript	(ENST00000606336 + ENST00000487010 + ENST00000418271 + ENST00000444114 + ENST00000546313 + ENST00000244043)
PAAD	Stemness	transcript	(ENST00000241337 + ENST00000476040 + ENST00000241014 + ENST00000585482 + ENST00000492706 + ENST00000589652)
PAAD	Stemness	transcript	(ENST00000492366 + ENST00000393913 + ENST00000354753 + ENST00000440944 + ENST00000486541 + ENST00000621128)
PAAD	Stemness	transcript	(ENST00000620154 + ENST00000392937 + ENST00000598805 + ENST00000359759 + ENST00000389168 + ENST00000562017)
PAAD	Stemness	transcript	(ENST00000238607 + ENST00000553716 + ENST00000487938 + ENST00000469543 + ENST00000485947 + ENST00000421459)
PAAD	Stemness	transcript	(ENST00000380575 + ENST00000381340 + ENST00000379951 + ENST00000504426 + ENST00000265165 + ENST00000330688)
PAAD	Stemness	transcript	(ENST00000526628 + ENST00000371945 + ENST00000484301 + ENST00000589851 + ENST00000379982 + ENST00000510313)
PAAD	MSI	transcript	(ENST00000218758 + ENST00000467903 + ENST00000409589 + ENST00000535291 + ENST00000356524 + ENST00000258403)
PAAD	TMB	transcript	(ENST00000572022 + ENST00000467210 + ENST00000518954 + ENST00000482254 + ENST00000459724)
PAAD	Stemness	transcript	(ENST00000558264 + ENST00000560975 + ENST00000334895 + ENST00000558868 + ENST00000558314)
PAAD	Stemness	transcript	(ENST00000423064 + ENST00000222390 + ENST00000369332 + ENST00000622179 + ENST00000356025)
PAAD	MSI	transcript	(ENST00000358752 + ENST00000425497 + ENST00000324342 + ENST00000525724 + ENST00000409953)
PAAD	Stemness	transcript	(ENST00000206423 + ENST00000609220 + ENST00000367459 + ENST00000304735 + ENST00000395900)
PAAD	Stemness	transcript	(ENST00000439685 + ENST00000254190 + ENST00000315571 + ENST00000439362 + ENST00000220809)
PAAD	Stemness	transcript	(ENST00000258807 + ENST00000378700 + ENST00000468518 + ENST00000319080 + ENST00000582270)
PAAD	MSI	transcript	(ENST00000412658 + ENST00000419133 + ENST00000400382 + ENST00000438643 + ENST00000382199)
PAAD	MSI	transcript	(ENST00000412477 + ENST00000488970 + ENST00000406072 + ENST00000481514 + ENST00000509229)
PAAD	MSI	transcript	(ENST00000361779 + ENST00000409930 + ENST00000354115 + ENST00000448970 + ENST00000370119)
PAAD	Stemness	transcript	(ENST00000395891 + ENST00000441717 + ENST00000299106 + ENST00000340208 + ENST00000290271)
PAAD	Stemness	transcript	(ENST00000449030 + ENST00000380050 + ENST00000553939 + ENST00000261978 + ENST00000256646)
PAAD	MSI	transcript	(ENST00000369487 + ENST00000236937 + ENST00000295400 + ENST00000221132 + ENST00000282388)
PAAD	Stemness	transcript	(ENST00000504830 + ENST00000358671 + ENST00000236937 + ENST00000266718 + ENST00000439696)
PAAD	Stemness	transcript	(ENST00000241356 + ENST00000309334 + ENST00000279873 + ENST00000328963 + ENST00000455586)
PAAD	MSI	transcript	(ENST00000286201 + ENST00000535653 + ENST00000544008 + ENST00000317620 + ENST00000263707)
PAAD	MSI	transcript	(ENST00000268603 + ENST00000458640 + ENST00000296252 + ENST00000381944 + ENST00000558934)
PAAD	Stemness	transcript	(ENST00000376162 + ENST00000376180 + ENST00000215743 + ENST00000306077)
PAAD	MSI	transcript	(ENST00000356082 + ENST00000339276 + ENST00000265441 + ENST00000449446)
PAAD	Stemness	transcript	(ENST00000492816 + ENST00000471193 + ENST00000494446 + ENST00000473614)
PAAD	Stemness	transcript	(ENST00000456923 + ENST00000426059 + ENST00000293379 + ENST00000302278)
PAAD	MSI	transcript	(ENST00000467369 + ENST00000446230 + ENST00000330513 + ENST00000472042)
PAAD	MSI	transcript	(ENST00000264664 + ENST00000435574 + ENST00000487201 + ENST00000527530)
PAAD	Stemness	transcript	(ENST00000482085 + ENST00000545255 + ENST00000450649 + ENST00000323523)
PAAD	Stemness	transcript	(ENST00000504324 + ENST00000529974 + ENST00000465424 + ENST00000393937)
PAAD	Stemness	transcript	(ENST00000313143 + ENST00000359263 + ENST00000381132 + ENST00000514251)
PAAD	Stemness	transcript	(ENST00000479665 + ENST00000326587 + ENST00000375068 + ENST00000326441)
PAAD	Stemness	transcript	(ENST00000245907 + ENST00000532354 + ENST00000546745 + ENST00000480838)
PAAD	Stemness	transcript	(ENST00000346798 + ENST00000494334 + ENST00000299421 + ENST00000541179)
PAAD	Stemness	transcript	(ENST00000372285 + ENST00000510710 + ENST00000507689 + ENST00000379742)
PAAD	MSI	transcript	(ENST00000305869 + ENST00000472025 + ENST00000458204 + ENST00000357036)
PAAD	MSI	transcript	(ENST00000368012 + ENST00000357977 + ENST00000553275 + ENST00000285018)
PAAD	MSI	transcript	(ENST00000531933 + ENST00000537056 + ENST00000530199 + ENST00000419821)
PAAD	MSI	transcript	(ENST00000403729 + ENST00000449651 + ENST00000338513 + ENST00000409212)
PAAD	Stemness	transcript	(ENST00000541367 + ENST00000375541 + ENST00000296755 + ENST00000619039)
PAAD	Stemness	transcript	(ENST00000377848 + ENST00000540567 + ENST00000544490 + ENST00000490069)
PAAD	Stemness	transcript	(ENST00000579760 + ENST00000354124 + ENST00000368054 + ENST00000264036)
PAAD	Stemness	transcript	(ENST00000372037 + ENST00000240328 + ENST00000349155 + ENST00000370664)
PAAD	Stemness	transcript	(ENST00000441560 + ENST00000293230 + ENST00000544053 + ENST00000521416)
PAAD	MSI	transcript	(ENST00000342315 + ENST00000356495 + ENST00000414546 + ENST00000400762)
PAAD	MSI	transcript	(ENST00000477024 + ENST00000473085 + ENST00000539468)
PAAD	MSI	transcript	(ENST00000550104 + ENST00000553949 + ENST00000520527)
PAAD	TMB	transcript	(ENST00000204801 + ENST00000320216 + ENST00000577001)
PAAD	TMB	transcript	(ENST00000450964 + ENST00000525162 + ENST00000580118)
PAAD	TMB	transcript	(ENST00000411816 + ENST00000574078 + ENST00000506003)
PAAD	Stemness	transcript	(ENST00000449880 + ENST00000616995 + ENST00000430260)
PAAD	Stemness	transcript	(ENST00000519472 + ENST00000522098 + ENST00000523589)
PAAD	Stemness	transcript	(ENST00000215909 + ENST00000472321 + ENST00000020945)
PAAD	MSI	transcript	(ENST00000383694 + ENST00000274793 + ENST00000394945)
PAAD	Stemness	transcript	(ENST00000578618 + ENST00000225983 + ENST00000264360)
PAAD	TMB	transcript	(ENST00000393040 + ENST00000424712 + ENST00000487143)
PAAD	Stemness	transcript	(ENST00000395153 + ENST00000382592 + ENST00000334661)
PAAD	Stemness	transcript	(ENST00000509245 + ENST00000372201 + ENST00000424995)
PAAD	Stemness	transcript	(ENST00000431891 + ENST00000331595 + ENST00000368445)
PAAD	Stemness	transcript	(ENST00000447544 + ENST00000441109 + ENST00000524277)
PAAD	Stemness	transcript	(ENST00000538026 + ENST00000521569 + ENST00000539687)
PAAD	MSI	transcript	(ENST00000503776 + ENST00000264908 + ENST00000512884)
PAAD	Stemness	transcript	(ENST00000434821 + ENST00000231338 + ENST00000266085)
PAAD	Stemness	transcript	(ENST00000338983 + ENST00000582081 + ENST00000374737)
PAAD	MSI	transcript	(ENST00000265626 + ENST00000392011 + ENST00000344528)
PAAD	Stemness	transcript	(ENST00000369498 + ENST00000381873 + ENST00000433686)
PAAD	Stemness	transcript	(ENST00000527969 + ENST00000478684 + ENST00000361042)
PAAD	Stemness	transcript	(ENST00000490075 + ENST00000483943 + ENST00000492918)
PAAD	Stemness	transcript	(ENST00000403084 + ENST00000380527 + ENST00000368324)
PAAD	MSI	transcript	(ENST00000375543 + ENST00000256733 + ENST00000376503)
PAAD	Stemness	transcript	(ENST00000304920 + ENST00000320740 + ENST00000328070)
PAAD	Stemness	transcript	(ENST00000394156 + ENST00000268603 + ENST00000243347)
PAAD	Stemness	transcript	(ENST00000452013 + ENST00000261037 + ENST00000621757)
PAAD	MSI	transcript	(ENST00000527467 + ENST00000415361)
PAAD	MSI	transcript	(ENST00000480975 + ENST00000520348)
PAAD	MSI	transcript	(ENST00000269385 + ENST00000373063)
PAAD	MSI	transcript	(ENST00000428762 + ENST00000418597)
PAAD	TMB	transcript	(ENST00000392348 + ENST00000474113)
PAAD	TMB	transcript	(ENST00000527387 + ENST00000547732)
PAAD	MSI	transcript	(ENST00000469189 + ENST00000521582)
PAAD	TMB	transcript	(ENST00000588381 + ENST00000261523)
PAAD	MSI	transcript	(ENST00000376180 + ENST00000376162)
PAAD	Stemness	transcript	(ENST00000278071 + ENST00000337478)
PAAD	Stemness	transcript	(ENST00000296721 + ENST00000377669)
PAAD	Stemness	transcript	(ENST00000449446 + ENST00000265441)
PAAD	MSI	transcript	(ENST00000560546 + ENST00000331320)
PAAD	Stemness	transcript	(ENST00000374429 + ENST00000343575)
PAAD	Stemness	transcript	(ENST00000530649 + ENST00000278968)
PAAD	Stemness	transcript	(ENST00000392951 + ENST00000525531)
PAAD	Stemness	transcript	(ENST00000337138 + ENST00000221930)
PAAD	Stemness	transcript	(ENST00000307046 + ENST00000263923)
PAAD	Stemness	transcript	(ENST00000625161 + ENST00000627532)
PAAD	MSI	transcript	(ENST00000219070 + ENST00000345877)
PAAD	Stemness	transcript	(ENST00000219070 + ENST00000570308)
PAAD	MSI	transcript	(ENST00000531110 + ENST00000295522)
PAAD	MSI	transcript	(ENST00000532808 + ENST00000263464)
PAAD	MSI	transcript	(ENST00000394295 + ENST00000219022)
PAAD	MSI	transcript	(ENST00000525868 + ENST00000461336)
PAAD	MSI	transcript	(ENST00000378059 + ENST00000565443)
PAAD	Stemness	transcript	(ENST00000517423 + ENST00000411553)
PAAD	Stemness	transcript	(ENST00000297316 + ENST00000375190)
PAAD	Stemness	transcript	(ENST00000524626 + ENST00000316509)
PAAD	Stemness	transcript	(ENST00000473258 + ENST00000299964)
PAAD	Stemness	transcript	(ENST00000393561 + ENST00000560281)
PAAD	MSI	transcript	(ENST00000563123 + ENST00000395397)
PAAD	MSI	transcript	(ENST00000296424 + ENST00000417641)
PAAD	MSI	transcript	(ENST00000518326 + ENST00000448301)
PAAD	MSI	transcript	(ENST00000556388 + ENST00000482740)
PAAD	MSI	transcript	(ENST00000393078 + ENST00000298841)
PAAD	MSI	transcript	(ENST00000543693 + ENST00000564982)
PAAD	Stemness	transcript	(ENST00000566111 + ENST00000381086)
PAAD	MSI	transcript	(ENST00000497594 + ENST00000397015)
PAAD	Stemness	transcript	(ENST00000527114 + ENST00000470826)
PAAD	Stemness	transcript	(ENST00000216117 + ENST00000573763)
PAAD	Stemness	transcript	(ENST00000254722 + ENST00000571870)
PAAD	Stemness	transcript	(ENST00000318560 + ENST00000356825)
PAAD	Stemness	transcript	(ENST00000430350 + ENST00000379440)
PAAD	Stemness	transcript	(ENST00000329841 + ENST00000346623)
PAAD	Stemness	transcript	(ENST00000567646 + ENST00000324873)
PAAD	Stemness	transcript	(ENST00000452120 + ENST00000398461)
PAAD	MSI	transcript	(ENST00000470902 + ENST00000277480)
PAAD	Stemness	transcript	(ENST00000464213 + ENST00000427531)
PAAD	MSI	transcript	(ENST00000542434 + ENST00000557443)
PAAD	Stemness	transcript	(ENST00000334475 + ENST00000244709)
PAAD	Stemness	transcript	(ENST00000430804 + ENST00000342245)
PAAD	Stemness	transcript	(ENST00000463440 + ENST00000294728)
PAAD	Stemness	transcript	(ENST00000512772 + ENST00000224237)
PAAD	Stemness	transcript	(ENST00000413996 + ENST00000474427)
PAAD	MSI	transcript	(ENST00000533400 + ENST00000297350)
PAAD	MSI	transcript	(ENST00000493839 + ENST00000477397)
PAAD	Stemness	transcript	(ENST00000361357 + ENST00000361569)
PAAD	Stemness	transcript	(ENST00000406870 + ENST00000360270)
PAAD	Stemness	transcript	(ENST00000493839 + ENST00000477397)
PAAD	Stemness	transcript	(ENST00000295666 + ENST00000514062)
PAAD	MSI	transcript	(ENST00000533366 + ENST00000260227)
PAAD	Stemness	transcript	(ENST00000296591 + ENST00000380138)
PAAD	Stemness	transcript	(ENST00000301178 + ENST00000359092)
PAAD	Stemness	transcript	(ENST00000334035 + ENST00000345851)
PAAD	Stemness	transcript	(ENST00000520229 + ENST00000372431)
PAAD	MSI	transcript	(ENST00000529550 + ENST00000440815)
PAAD	MSI	transcript	(ENST00000325568 + ENST00000444393)
PAAD	MSI	transcript	(ENST00000396946 + ENST00000379375)
PAAD	MSI	transcript	(ENST00000409189 + ENST00000559195)
PAAD	Stemness	transcript	(ENST00000369709 + ENST00000313961)
PAAD	Stemness	transcript	(ENST00000495442 + ENST00000563332)
PAAD	Stemness	transcript	(ENST00000548071 + ENST00000558056)
PAAD	Stemness	transcript	(ENST00000324300 + ENST00000546642)
PAAD	Stemness	transcript	(ENST00000418473 + ENST00000235382)
PAAD	Stemness	transcript	(ENST00000537044 + ENST00000483295)
PAAD	MSI	transcript	(ENST00000520542 + ENST00000418519)
PAAD	MSI	transcript	(ENST00000367235 + ENST00000311813)
PAAD	Stemness	transcript	(ENST00000367235 + ENST00000311813)
PAAD	Stemness	transcript	(ENST00000534609 + ENST00000353231)
PAAD	MSI	transcript	(ENST00000489601 + ENST00000512913)
PAAD	Stemness	transcript	(ENST00000589123 + ENST00000590282)
PAAD	MSI	transcript	(ENST00000471461 + ENST00000478977)
PAAD	Stemness	transcript	(ENST00000256951 + ENST00000286201)
PAAD	Stemness	transcript	(ENST00000504086 + ENST00000252590)
PAAD	Stemness	transcript	(ENST00000586653 + ENST00000317702)
PAAD	TMB	transcript	(ENST00000392380)
PAAD	MSI	transcript	(ENST00000532844)
PAAD	MSI	transcript	(ENST00000352065)
PAAD	TMB	transcript	(ENST00000524219)
PAAD	MSI	transcript	(ENST00000202017)
PAAD	Stemness	transcript	(ENST00000221233)
PAAD	Stemness	transcript	(ENST00000602819)
PAAD	TMB	transcript	(ENST00000523833)
PAAD	TMB	transcript	(ENST00000457811)
PAAD	TMB	transcript	(ENST00000631138)
PAAD	TMB	transcript	(ENST00000531537)
PAAD	MSI	transcript	(ENST00000301522)
PAAD	MSI	transcript	(ENST00000416970)
PAAD	Stemness	transcript	(ENST00000601492)
PAAD	MSI	transcript	(ENST00000407627)
PAAD	MSI	transcript	(ENST00000378285)
PAAD	TMB	transcript	(ENST00000514893)
PAAD	MSI	transcript	(ENST00000372642)
PAAD	Stemness	transcript	(ENST00000368653)
PAAD	TMB	transcript	(ENST00000429090)
PAAD	Stemness	transcript	(ENST00000436285)
PAAD	MSI	transcript	(ENST00000252506)
PAAD	TMB	transcript	(ENST00000556164)
PAAD	MSI	transcript	(ENST00000406205)
PAAD	MSI	transcript	(ENST00000372315)
